index;title;description;content;url;image;publishedAt;source;Texto
0;Marido de Paulo Gustavo compartilha texto de fã e agradece apoio;"Thales Bretas, marido de Paulo Gustavo, compartilhou hoje o texto de uma fã desejando melhoras ao humorista, internado com covid-19.Ele agradeceu o apoio: ""Muito lindo esse texto! Emocionante! Tenho sentido muito isso, toda essa energia tem cheg";"Thales Bretas, marido de Paulo Gustavo, compartilhou hoje o texto de uma fã desejando melhoras ao humorista, internado com covid-19.
Ele agradeceu o apoio: ""Muito lindo esse texto! Emocionante! Tenho sentido muito isso, toda essa energia tem chegado ... [786 chars]";https://tvefamosos.uol.com.br/noticias/redacao/2021/04/14/marido-de-paulo-gustavo-compartilha-texto-de-fa-e-agradece-apoio.htm;https://conteudo.imguol.com.br/c/entretenimento/68/2021/04/03/o-humorista-paulo-gustavo-ao-lado-do-marido-thales-bretas-1617502845396_v2_615x300.jpg;2021-04-15T00:45:00Z;UOL;"Do UOL, em São Paulo
Do UOL, em São Paulo
14/04/2021 21h43Atualizada em 14/04/2021 21h45 
Thales Bretas, marido de Paulo Gustavo, compartilhou hoje o texto de uma fã desejando melhoras ao humorista, internado com covid-19.
Ele agradeceu o apoio: ""Muito lindo esse texto! Emocionante! Tenho sentido muito isso, toda essa energia tem chegado até mim e certamente até ele! Obrigado!""
No texto que emocionou Thales, a fã falava sobre a união do público para torcer pela saúde do ator: ""Paulo Gustavo é a prova do que é a força do amor. Do que é a força do vínculo, do laço familiar que ultrapassa a razão, a medicina, a ciência. Paulo Gustavo é a prova que o cuidado é tudo que temos e podemos fazer ao outro"".
Uma publicação compartilhada por M. Vitória Tuma (@psi.mvitoriatuma)
""Hoje o Brasil se une por ele. Não existe política, ou divisão de opinião, é unânime. Todos juntos em uma só corrente de oração por você, Paulo Gustavo"", escreveu a fã.
Thales tem pedido diariamente que os fãs rezem pela saúde de Paulo Gustavo, cujo estado de saúde continua crítico. Na UTI (Unidade de Terapia Intensiva), ele teve complicações pulmonares e precisou passar por um tratamento com um ""pulmão artificial"".
"
1;Brasil supera 360 mil mortes pelo novo coronavírus;Segundo o Conass, o Brasil registrou mais 3.459 mortes nas últimas 24 horas por Covid-19, elevando para 361.884 as vítimas da pandemia no país;"Segundo o Conass, o Brasil registrou mais 3.459 mortes nas últimas 24 horas por Covid-19, elevando para 361.884 as vítimas da pandemia no país edit
(ANSA) - O Brasil registrou mais 3.459 mortes nas últimas 24 horas por Covid-19, elevando para 361.884... [1250 chars]";https://www.brasil247.com/coronavirus/brasil-supera-360-mil-mortes-pelo-novo-coronavirus;https://publisher-publish.s3.eu-central-1.amazonaws.com/pb-brasil247/swp/jtjeq9/media/2020081714088_47b182f6cbb972e44d3bff4bc42bb20c1208521151b6f2e3b306ee5bf6596625.jpeg;2021-04-15T00:42:08Z;Brasil 247;"Segundo o Conass, o Brasil registrou mais 3.459 mortes nas últimas 24 horas por Covid-19, elevando para 361.884 as vítimas da pandemia no país
edit
Segundo o Conass, o Brasil registrou mais 3.459 mortes nas últimas 24 horas por Covid-19, elevando para 361.884 as vítimas da pandemia no país
edit






(ANSA) - O Brasil registrou mais 3.459 mortes nas últimas 24 horas por Covid-19, elevando para 361.884 as vítimas da pandemia no país, informou o Conselho Nacional de Secretários de Saúde (Conass) nesta quarta-feira (14).
Segundo o novo boletim, o país somou 13.673.507 casos do coronavírus Sars-CoV-2 desde o início da emergência sanitária, com o acréscimo de 73.513 contágios.
A taxa de letalidade do coronavírus Sars-CoV-2 continua em 2,6% na média nacional e a de mortalidade está em 172,2 a cada 100 mil habitantes. 




As médias dos últimos sete dias de falecimentos e infecções caíram em relação a ontem e chegaram a 3.015 e 68.615, respectivamente.
O estado brasileiro com maior número de casos e de vítimas da doença é São Paulo, com 2.686.031 contágios e 85.475 vidas perdidas. No entanto, o Rio de Janeiro é o que possui a maior média na letalidade da doença (com 5,8%), seguido por Pernambuco (3,5%), Amazonas (3,4%) e São Paulo (3,2%). 




De acordo com o portal Covid-19 no Brasil (https://coronavirusbra1.github.io/), o território brasileiro tem 24.823.301 pessoas que receberam ao menos uma dose das duas vacinas aplicadas no país e 7.989.911 que foram totalmente imunizadas com as duas doses - o que representa 3,77% da população. 
Inscreva-se no canal de cortes da TV 247 e saiba mais:

(ANSA) - O Brasil registrou mais 3.459 mortes nas últimas 24 horas por Covid-19, elevando para 361.884 as vítimas da pandemia no país, informou o Conselho Nacional de Secretários de Saúde (Conass) nesta quarta-feira (14).
Segundo o novo boletim, o país somou 13.673.507 casos do coronavírus Sars-CoV-2 desde o início da emergência sanitária, com o acréscimo de 73.513 contágios.
A taxa de letalidade do coronavírus Sars-CoV-2 continua em 2,6% na média nacional e a de mortalidade está em 172,2 a cada 100 mil habitantes.
As médias dos últimos sete dias de falecimentos e infecções caíram em relação a ontem e chegaram a 3.015 e 68.615, respectivamente.
O estado brasileiro com maior número de casos e de vítimas da doença é São Paulo, com 2.686.031 contágios e 85.475 vidas perdidas. No entanto, o Rio de Janeiro é o que possui a maior média na letalidade da doença (com 5,8%), seguido por Pernambuco (3,5%), Amazonas (3,4%) e São Paulo (3,2%).
De acordo com o portal Covid-19 no Brasil (https://coronavirusbra1.github.io/), o território brasileiro tem 24.823.301 pessoas que receberam ao menos uma dose das duas vacinas aplicadas no país e 7.989.911 que foram totalmente imunizadas com as duas doses - o que representa 3,77% da população. 
Inscreva-se no canal de cortes da TV 247 e saiba mais:
O conhecimento liberta. Saiba mais. Siga-nos no Telegram.
A você que chegou até aqui, agradecemos muito por valorizar nosso conteúdo. Ao contrário da mídia corporativa, o Brasil 247 e a TV 247 se financiam por meio da sua própria comunidade de leitores e telespectadores. Você pode apoiar a TV 247 e o site Brasil 247 de diversas formas. Veja como em brasil247.com/apoio
Os comentários aqui postados expressam a opinião dos seus autores, responsáveis por seu teor, e não do 247
© 2021 Editora 247 - Todos os Direitos Reservados

"
2;Capitais paralisam vacinação contra a covid-19 por falta de vacinas;Paralisação de aplicação da 1ª dose da vacina ocorre em 3 capitais. Faltam imunizantes. Leia no Poder360.;A aplicação da 1a dose de imunizantes contra a covid-19 está suspensa em três capitais. João Pessoa, Rio Branco e Salvador não têm mais doses suficientes para continuar a vacinação. Cidades paralisaram vacinação nesta 4ª feira (14.abr.2021). A capita... [2511 chars];https://www.poder360.com.br/coronavirus/capitais-paralisam-vacinacao-contra-a-covid-19-por-falta-de-vacinas/;https://static.poder360.com.br/2021/04/Vacina-Vacinacao-Fila-ParqueDaCidade-Covid19-Coronavirus-Pandemia-GDF-136-1-1200x630.jpg;2021-04-15T00:27:41Z;Poder360;"editado por Fernando Rodrigues
editado por Fernando Rodrigues
Paralisação em 3 capitais
1ª dose suspensa





Poder360

14.abr.2021 (quarta-feira) - 21h27
atualizado: 14.abr.2021 (quarta-feira) - 22h31 
A aplicação da 1a dose de imunizantes contra a covid-19 está suspensa em três capitais. João Pessoa, Rio Branco e Salvador não têm mais doses suficientes para continuar a vacinação. Cidades paralisaram vacinação nesta 4ª feira (14.abr.2021). A capital da Paraíba cancelou também a aplicação da 2a dose.
O governador da Paraíba, João Azevêdo (Cidadania), anunciou no Twitter que falou por telefone com o ministro da Saúde, Marcelo Queiroga, que teria confirmado o envio de uma nova remessa de vacinas ao Estado até sábado (17.abr). “A manutenção do fluxo de entregas por parte do Ministério da Saúde é muito importante para darmos sequência à imunização da nossa população”, completou.
Por isso, a manutenção do fluxo de entregas por parte do Ministério da Saúde é muito importante para darmos sequência à imunização da nossa população. #ParaíbaVacina #UseSempreMáscara #OCuidadoContinua
— João Azevêdo (@joaoazevedolins) April 13, 2021

Em Rio Branco, a vacinação já foi paralisada 4 vezes, e não há previsão para retomada da campanha. No caso de Salvador, o retorno está previsto para 5ª feira (15.abr), quando deve ser enviada uma nova remessa pelo Ministério da Saúde.
Além desses municípios, Curitiba chegou a suspender no dia 31 de março a aplicação da 1a dose em idosos de 65 a 69 anos, também por falta de imunizantes. A capital paranaense já retomou a imunização.
Em Natal, faltam doses da CoronaVac, e campanha de vacinação segue apenas com aplicação de doses da vacina da AstraZeneca, desenvolvida em parceria com a Universidade de Oxford.
Macapá também teve o calendário de imunização prejudicado. A aplicação de imunizantes contra a covid-19 para povos quilombolas, grupo prioritário, foi suspensa na 3ª feira (13.abr), após denúncias de fura-filas. Por falta de doses, o Estado teve que seguir com vacinação apenas de idosos que já estavam com a 2ª dose agendada e daqueles com mais de 60 anos que não tinham comparecido a convocações anteriores.

Em publicação no Twitter, o governador do Amapá, Waldez Goés (PDT), anunciou que o Estado deve receber nos próximos dias um novo lote com 13.750 doses. “O Ministério da Saúde nos comunicou sobre a entrega e já estamos com todas as equipes prontas para receber as vacinas e distribuir com agilidade para os municípios. Assim, os municípios poderão continuar com a vacinação de pessoas a partir dos 60 anos, seguindo o Plano Nacional de Imunização”, declarou.
Assim os municípios poderão continuar com a vacinação de pessoas a partir dos 60 anos, seguindo o Plano Nacional de Imunização.#VacinaAmapá#VacinaParaTodos
— Waldez Góes (@waldezoficial) April 14, 2021

Em fevereiro, Curitiba, Rio de Janeiro e Salvador já haviam suspendido a imunização por escassez nos estoques.

Poder360



enviar e-mail para Poder360




Poder360


por Poder360
por Poder360
por Gabriel Buss
por Poder360
por Poder360
por Poder360
por Poder360
por Poder360
por Poder360
por Poder360
por Poder360
por Mateus Maia
por Gabriela Oliva
por Douglas Rodrigues
por Poder360
por Poder360
por Mateus Maia
por Poder360
Compartilhe
editado por Fernando Rodrigues
Exemplo: [email protected] Para enviar para mais de uma pessoa, separe os endereços por vírgulas.
2021 © Todos os direitos Poder360.
"
3;"Com Covid, Renan Dal Zotto tem pneumonia bacteriana; vice da CBV é intubado";A Confederação Brasileira de Voleibol (CBV) divulgou nesta quarta-feira (14) o primeiro boletim com informações sobre o estado de saúde do técnico da seleção masculina, Renan Dal Zotto, e do vice-presidente da entidade, Radamés Lattari. Ambos contraíram Covid-19;A Confederação Brasileira de Voleibol (CBV) divulgou nesta quarta-feira (14) o primeiro boletim com informações sobre o estado de saúde do técnico da seleção masculina, Renan Dal Zotto, e do vice-presidente da entidade, Radamés Lattari. Ambos contraí... [2371 chars];https://cidadeverde.com/noticias/345009/com-covid-renan-dal-zotto-tem-pneumonia-bacteriana-vice-da-cbv-e-intubado;https://cidadeverde.com/assets/images/cidadeverde-autopost-default-g.png;2021-04-15T00:22:00Z;Cidadeverde.com;NA
4;Covid-19: mãe e filha morrem após esperarem dias por vaga na UTI em Vitória;"Arlete Rangel, de 87 anos, e a filha Dilzete Machado, de 64, foram internadas no dia 2 de abril. Dilzete conseguiu a vaga no dia 8; Arlete só foi transferida para um leito na última segunda-feira";"Foto: Divulgação
Após esperarem dias por um leito de Unidade de Terapia Intensiva (UTI) para a covid-19, em Vitória, mãe e filha não resistiram e morreram em decorrência de complicações da doença, em um intervalo de apenas cinco dias.
Arlete Rangel, ... [2705 chars]";https://www.folhavitoria.com.br/geral/noticia/04/2021/covid-19-mae-e-filha-morrem-apos-esperarem-dias-por-vaga-na-uti-em-vitoria;https://assets.folhavitoria.com.br/images/8e982180-9d3e-11eb-8bfc-6fa8964a3ed7--minified.jpeg;2021-04-14T23:50:11Z;Jornal Folha Vitória;"
Nadine Silva Alves





Nadine Silva Alves




Após esperarem dias por um leito de Unidade de Terapia Intensiva (UTI) para a covid-19, em Vitória, mãe e filha não resistiram e morreram em decorrência de complicações da doença, em um intervalo de apenas cinco dias. 
Arlete Rangel, de 87 anos, foi levada ao Pronto Atendimento de São Pedro, em Vitória, no dia 2 de abril. No mesmo dia, a filha dela, Dilzete Machado, de 64 anos, passou mal e também precisou ser levada para o Pronto Atendimento.
Ambas foram internadas por complicações da covid-19 e, de acordo com a neta e sobrinha, Franciely Machado, desde o terceiro dia o médico afirmou que elas precisavam ser transferidas para a UTI. 
""Todos os dias a gente ia pegar o boletim, mas nunca apareciam as vagas. A gente não entende, falavam que eram urgentes, mas não aconteceu"", desabafou.
A filha, Dilzete, conseguiu um leito de UTI no sétimo dia após dar entrada no PA e precisou ser intubada ainda dentro da ambulância do Samu. Entretanto, veio a óbito no dia seguinte, na última quinta-feira (8). 
Já Arlete Rangel, segundo a neta,  continuou aguardando vaga durante 11 dias, já que reagia aos medicamentos. Ela conseguiu ser internada na segunda-feira (12), mas também não resistiu e morreu nesta terça (13). 
""Eu fui na rede social pedir ajuda para conseguir vaga, mas não adiantou. O médico disse que ela já chegou no hospital em estado grave e não tinha muito o que fazer"", relatou. 
Por meio de nota, a Secretaria de Estado da Saúde (Sesa) disse que lamenta profundamente as mortes, mas afirma que, em nenhum momento, as pacientes ficaram desassistidas.
 
Segundo a Sesa, no caso de Dilzete, na primeira solicitação de leito feita pelo Pronto Atendimento, em 2 de abril, o quadro clínico descrito no Sistema de Regulação não apresentava critérios para internação em Unidade de Terapia Intensiva. Após piora clínica, o Samu fez a transferência da paciente, em 7 de abril, de acordo com a disponibilidade de leito.
A Sesa ressaltou que, na unidade hospitalar, a paciente recebeu toda a assistência necessária, mas infelizmente foi a óbito em 8 de abril.
 
Já no caso de Arlete, a secretaria informou que a paciente foi transferida, na última segunda-feira (12), para um leito de UTI do Hospital Santa Mônica, em Vila Velha, de acordo com o seu quadro clínico e disponibilidade de vaga, e na unidade hospitalar a paciente também recebeu toda a assistência que necessitava.
 
A Sesa frisou também que não está sendo utilizado o critério de idade como norteador de leito, mas sim a gravidade clínica dos pacientes que estão sem recurso de assistência. Segundo a secretaria, todos os pacientes são transferidos de acordo com a prioridade clínica relatada pelo serviço de saúde.
A Secretaria da Saúde também encaminhou um vídeo gravado pelo secretário Nésio Fernandes, explicando como funciona a regulação de leitos para acesso do paciente no Espírito Santo.
Confira:

"
5;Senadora Soraya Thronicke está com covid-19;Ela apresenta sintomas leves e segue isolamento em casa. Leia no Poder360.;"A senadora Soraya Thronicke (PSL-MS) informou nesta 4ª feira (14.abr.2021) que contraiu a covid-19. Ela está com sintomas leves e segue em isolamento em casa, seguindo recomendações médicas.
Em nota, a equipe diz que, “a senadora Soraya Thronicke inf... [604 chars]";https://www.poder360.com.br/coronavirus/senadora-soraya-thronicke-esta-com-covid-19/;https://static.poder360.com.br/2021/04/SorayaThronicke-Pedro-Franca-Agencia-Senado-14abril.jpeg;2021-04-14T23:42:13Z;Poder360;"editado por Fernando Rodrigues
editado por Fernando Rodrigues
Ela apresenta sintomas leves
Diz que continuará trabalhando





Poder360

14.abr.2021 (quarta-feira) - 20h42

A senadora Soraya Thronicke (PSL-MS) informou nesta 4ª feira (14.abr.2021) que contraiu a covid-19. Ela está com sintomas leves e segue em isolamento em casa, seguindo recomendações médicas.
Em nota, a equipe diz que, “a senadora Soraya Thronicke informa que testou positivo para a covid-19 nesta 3ª feira, após apresentar sintomas leves como tosse e estado febril”.

A congressista continuará participando das sessões do Senado Federal, que estão em formato remoto por causa da pandemia.
Até esta 4ª feira, 3 senadores e 1 deputado federal morreram por complicações da covid-19. No Senado, as vítimas foram Major Olimpio (PSL-SP), Arolde de Oliveira (PSD-RJ) e José Maranhão (PMDB-PB). Na Câmara dos Deputados, quem morreu foi Schiavinato (Progressistas-PR).

Poder360



enviar e-mail para Poder360




Poder360


por Poder360
por Poder360
por Gabriel Buss
por Poder360
por Poder360
por Poder360
por Poder360
por Poder360
por Poder360
por Poder360
por Poder360
por Mateus Maia
por Gabriela Oliva
por Douglas Rodrigues
por Poder360
por Poder360
por Mateus Maia
por Poder360
Compartilhe
editado por Fernando Rodrigues
Exemplo: [email protected] Para enviar para mais de uma pessoa, separe os endereços por vírgulas.
2021 © Todos os direitos Poder360.
"
6;Vacinados contra a covid-19 no Brasil chegam a 24,9 milhões, 11,79% da população;Nas últimas 24 horas, 523.208 pessoas receberam a vacina pela primeira vez, de acordo com dados reunidos pelo consórcio de veículos de imprensa junto a secretarias de 26 Estados;O número de pessoas vacinadas com ao menos uma dose contra a covid-19 no Brasil chegou nesta quarta-feira, 14, a 24.956.272, o equivalente a 11,79% da população total. Nas últimas 24 horas, 523.208 pessoas receberam a vacina, de acordo com dados reun... [846 chars];https://saude.estadao.com.br/noticias/geral,vacinados-contra-a-covid-19-no-brasil-chegam-a-24-9-milhoes-11-79-da-populacao,70003681706;https://img.estadao.com.br/resources/jpg/2/8/1615520308282.jpg;2021-04-14T23:32:45Z;Economia & Negócios Estadão;" 14 de abril de 2021 | 20h32 
 14 de abril de 2021 | 20h32 
O número de pessoas vacinadas com ao menos uma dose contra a covid-19 no Brasil chegou nesta quarta-feira, 14, a 24.956.272, o equivalente a 11,79% da população total. Nas últimas 24 horas, 523.208 pessoas receberam a vacina, de acordo com dados reunidos pelo consórcio de veículos de imprensa junto a secretarias de 26 Estados e Distrito Federal. 
Entre os quase 25 milhões de vacinados, 8.121.842 receberam a segunda dose, o que representa 3,84% da população com a vacinação completa contra o novo coronavírus. Nas últimas 24 horas, 404.057 pessoas receberam essa dose de reforço. Somando as vacinas de primeira e segunda dose aplicadas, o Brasil aplicou 927.265 imunizantes nesta quarta. 
Brasil registra 3.462 mortes por covid-19 nas últimas 24h e média móvel se mantém acima dos 3 mil

Em termos proporcionais, o Rio Grande do Sul é o Estado que mais vacinou sua população até aqui: 15,84% dos habitantes receberam ao menos a primeira dose. A porcentagem mais baixa é encontrada no Mato Grosso, onde 8,24% receberam a vacina. Em números absolutos, o maior número de vacinados com a primeira dose está em São Paulo (5,84 milhões), seguido por Minas Gerais (2,48 milhões) e Bahia (1,99 milhão).
Encontrou algum erro? Entre em contato
Os comentários são exclusivos para assinantes do Estadão.
Institucional
Atendimento
Conexão Estadão
Hoje
Copyright © 1995 - 2021 Grupo Estado
O Estadão deixou de dar suporte ao Internet Explorer 9 ou anterior. Clique aqui e saiba mais.
"
7;Piauí tem mais de 1.500 novos casos e mais 26 óbitos;Foto: Roberta Aline O estado do Piauí registrou nas últimas 24 horas o total de 1.634 novos casos confirmados e mais 26 mortes devido a Covid-19. Entre as vítimas fatais somente seis vítimas não possuíam doenças preexistentes. Os números foram divulgados pela Sesapi na noite de hoje (14);"Foto: Roberta Aline
O estado do Piauí registrou nas últimas 24 horas o total de 1.634 novos casos confirmados e mais 26 mortes devido a Covid-19. Entre as vítimas fatais somente seis vítimas não possuíam doenças preexistentes. Os números foram divulg... [1798 chars]";https://cidadeverde.com/noticias/345008/piaui-tem-mais-de-1500-novos-casos-e-mais-26-obitos;https://cidadeverde.com/assets/uploads/noticias/19ace13464b6779a7df0a2f37ab46180.jpg;2021-04-14T23:27:00Z;Cidadeverde.com;NA
8;Ex-líderes mundiais pedem que EUA apoiem quebra de patentes de vacinas da Covid;Por William Schomberg LONDRES (Reuters) - Mais de 60 ex-chefes de Estado, incluindo o ex-presidente Fernando Henrique Cardoso, e mais de 100 vencedores do;"Por William Schomberg
LONDRES (Reuters) – Mais de 60 ex-chefes de Estado, incluindo o ex-presidente Fernando Henrique Cardoso, e mais de 100 vencedores do Prêmio Nobel pediram ao presidente dos Estados Unidos, Joe Biden, que apoie a quebra de patente... [1540 chars]";https://www.mixvale.com.br/2021/04/14/ex-lideres-mundiais-pedem-que/;https://www.mixvale.com.br/wp-content/uploads/Reuters_Direct_Media/BrazilOnlineReportTopNews/tagreuters.com2021binary_LYNXMPEH3D1K1-BASEIMAGE.jpg;2021-04-14T23:25:30Z;Portal Mix Vale;NA
9;Painel consultivo dos EUA quer mais dados antes de decidir sobre vacina da J&J;Por Julie Steenhuysen e Manas Mishra (Reuters) - A vacina da Johnson & Johnson contra Covid-19 permaneceu no limbo nesta quarta-feira, quando um;"Por Julie Steenhuysen e Manas Mishra
(Reuters) – A vacina da Johnson & Johnson contra Covid-19 permaneceu no limbo nesta quarta-feira, quando um painel consultivo dos Estados Unidos solicitou mais dados antes de tomar uma decisão sobre se irá retomar... [998 chars]";https://www.mixvale.com.br/2021/04/14/painel-consultivo-dos-eua/;https://www.mixvale.com.br/wp-content/uploads/Reuters_Direct_Media/BrazilOnlineReportWorldNews/tagreuters.com2021binary_LYNXMPEH3D1JT-BASEIMAGE.jpg;2021-04-14T23:19:06Z;Portal Mix Vale;NA
