title;description;content;url;image;publishedAt;source;Texto
Pacientes com Covid dividem leitos na Índia, que passa por pior fase da pandemia;Com a maior taxa de infecção do mundo, país registrou 200 mil novos casos diários nesta quinta-feira, segundo dados oficiais;NOVA DÉLHI — Com falta de ar, dois homens usando máscaras de oxigênio compartilham uma cama em um hospital do governo na capital Nova Délhi, vítimas da crise crescente de Covid-19 na Índia. Com menos de 10 mil novos casos registrados por dia no iníci... [1734 chars];https://oglobo.globo.com/mundo/pacientes-com-covid-dividem-leitos-na-india-que-passa-por-pior-fase-da-pandemia-24973176;https://ogimg.infoglobo.com.br/in/24973185-6b7-a58/FT1086A/92473422_Patients-suffering-from-the-coronavirus-disease-COVID-19-get-treatment-at-the-casualty.jpg;2021-04-15T22:35:00Z;O Globo;"NOVA DÉLHI — Com falta de ar, dois homens usando máscaras de oxigênio compartilham uma cama em um hospital do governo na capital Nova Délhi, vítimas do aumento acelerado de casos de Covid-19 na Índia. Com menos de 10 mil novos casos registrados por dia no início deste ano, as infecções diárias ultrapassaram 200 mil nesta quinta-feira, de acordo com dados oficiais. É o maior número de novos casos confirmados por dia em todo o mundo.
NOVA DÉLHI — Com falta de ar, dois homens usando máscaras de oxigênio compartilham uma cama em um hospital do governo na capital Nova Délhi, vítimas do aumento acelerado de casos de Covid-19 na Índia. Com menos de 10 mil novos casos registrados por dia no início deste ano, as infecções diárias ultrapassaram 200 mil nesta quinta-feira, de acordo com dados oficiais. É o maior número de novos casos confirmados por dia em todo o mundo.
No Hospital Lok Nayak Jai Prakash Narayan (LNJP), uma das maiores instalações exclusivas de Covid da Índia com mais de 1.500 leitos, um fluxo de ambulâncias transportou pacientes para a enfermaria lotada de vítimas nesta quinta. Alguns também chegaram em ônibus e auto-riquixás de três rodas. O paciente mais jovem era um bebê recém-nascido.
— Estamos definitivamente sobrecarregados. Já estamos trabalhando com capacidade total — disse o diretor médico do hospital, Suresh Kumar.
Covid-19:Desigualdade e concentração de vacinas em países ricos ameaçam adiar fim da pandemia
Dos 54 leitos iniciais, o hospital agora tem mais de 300 para pacientes com Covid-19 em estado crítico. Mesmo assim, não é suficiente.
Pacientes não aparentados compartilham camas, enquanto os corpos dos recém-falecidos ficam fora da enfermaria antes de serem levados para o necrotério.
— Hoje temos 158 admissões apenas em Lok Nayak — disse Kumar, segundo o qual quase todos eram casos graves.
Leia mais: Nacionalismo das vacinas se estende às matérias-primas e ameaça cadeias globais de produção
Depois de impor uma das quarentenas mais rígidas do mundo por quase três meses no ano passado, o governo da Índia relaxou quase todas as restrições no início de 2021, embora muitas regiões já tenham introduzido restrições localizadas.
O diretor médico do hospital LNJ disse que novas variantes de rápida disseminação que escapam aos testes aumentam o fardo, assim como o comportamento humano durante a reabertura do país.
— As pessoas não estão seguindo as diretrizes da Covid — disse ele. — Elas são muito descuidadas.
O Globo, um jornal nacional: Fique por dentro da evolução do jornal mais lido do Brasil

Os comentários são de responsabilidade exclusiva de seus autores e não
representam a opinião deste site. Se achar algo que viole os termos de
uso, denuncie. Leia as perguntas mais frequentes para saber o que é
impróprio ou ilegal


© 1996 - 2021. Todos direitos reservados a Editora Globo S/A. Este material não pode ser publicado, transmitido por broadcast, reescrito ou redistribuído sem autorização.

"
Brasil registra 3.560 mortes por Covid-19 em 24 horas;O total de vítimas fatais da doença no país é de 365.444;"O total de vítimas fatais da doença no país é de 365.444 edit
247 - O Brasil registrou nas últimas 24 horas 3.560 mortes por Covid-19, segundo dados divulgados pelo Conselho Nacional de Secretários de Saúde (Conass) nesta quinta-feira (15).
Com isso,... [305 chars]";https://www.brasil247.com/coronavirus/brasil-registra-3-560-mortes-por-covid-19-em-24-horas;https://publisher-publish.s3.eu-central-1.amazonaws.com/pb-brasil247/swp/jtjeq9/media/20210304190320_9ca77cfa0211b716b1c9b59398aa8383977ff8dde20f508eb23f1ddba9e8f4fa.jpg;2021-04-15T22:34:56Z;Brasil 247;"O total de vítimas fatais da doença no país é de 365.444
edit
O total de vítimas fatais da doença no país é de 365.444
edit






247 - O Brasil registrou nas últimas 24 horas 3.560 mortes por Covid-19, segundo dados divulgados pelo Conselho Nacional de Secretários de Saúde (Conass) nesta quinta-feira (15).
Com isso, o total de vítimas fatais da doença no país é de 365.444.
Foram contabilizados também no último dia 73.174 novos casos da enfermidade, totalizando 13.746.681 casos desde o início da pandemia. 




Inscreva-se no canal de cortes da TV 247 e saiba mais:

247 - O Brasil registrou nas últimas 24 horas 3.560 mortes por Covid-19, segundo dados divulgados pelo Conselho Nacional de Secretários de Saúde (Conass) nesta quinta-feira (15).
Com isso, o total de vítimas fatais da doença no país é de 365.444.
Foram contabilizados também no último dia 73.174 novos casos da enfermidade, totalizando 13.746.681 casos desde o início da pandemia.
Inscreva-se no canal de cortes da TV 247 e saiba mais:
O conhecimento liberta. Saiba mais. Siga-nos no Telegram.
A você que chegou até aqui, agradecemos muito por valorizar nosso conteúdo. Ao contrário da mídia corporativa, o Brasil 247 e a TV 247 se financiam por meio da sua própria comunidade de leitores e telespectadores. Você pode apoiar a TV 247 e o site Brasil 247 de diversas formas. Veja como em brasil247.com/apoio
Os comentários aqui postados expressam a opinião dos seus autores, responsáveis por seu teor, e não do 247
© 2021 Editora 247 - Todos os Direitos Reservados

"
Mortes por Covid-19 na França ultrapassam 100 mil, oitavo maior número no mundo;PARIS (Reuters) - O número de mortos pela Covid-19 na França superou nesta quinta-feira a marca de 100 mil, de acordo com dados do Ministério da Saúde,;"PARIS (Reuters) – O número de mortos pela Covid-19 na França superou nesta quinta-feira a marca de 100 mil, de acordo com dados do Ministério da Saúde, uma estatística sombria para o governo do presidente Emmanuel Macron.
Os dados do website Geodes, ... [1004 chars]";https://www.mixvale.com.br/2021/04/15/mortes-por-covid-19-na-6/;https://www.mixvale.com.br/wp-content/uploads/Reuters_Direct_Media/BrazilOnlineReportWorldNews/tagreuters.com2021binary_LYNXMPEH3E1KA-BASEIMAGE.jpg;2021-04-15T22:33:30Z;Portal Mix Vale;NA
No Maranhão, mais 390 casos e 46 óbitos por Covid-19 são registrados;O estado já totaliza 252.848 casos confirmados e 6.737 mortes pelo novo coronavírus…;O boletim epidemiológico divulgado pela Secretaria de Estado da Saúde (SES), nesta quinta-feira (15), mostrou que o Maranhão já totaliza 252.848 casos confirmados e 6.737 mortes por coronavírus. Nas últimas 24h foram registrados 390 novos casos e 46 ... [1580 chars];https://oimparcial.com.br/noticias/2021/04/no-maranhao-mais-390-casos-e-46-obitos-por-covid-19-sao-registrados/;https://oimparcial.com.br/app/uploads/2021/04/006313_01_02-9067078.jpg;2021-04-15T22:22:00Z;O Imparcial;"CORONAVÍRUS
CORONAVÍRUS
No Maranhão
 Foto: Reprodução
O boletim epidemiológico divulgado pela Secretaria de Estado da Saúde (SES), nesta quinta-feira (15), mostrou que o Maranhão já totaliza 252.848 casos confirmados e 6.737 mortes por coronavírus. Nas últimas 24h foram registrados 390 novos casos e 46 mortes pela doença.
De acordo com o boletim, o interior do estado está com 294, São Luís registrou 59 e Imperatriz 37 novos casos.
Dos mais de 252 mil casos, 17.638 estão ativos. Desses, 16.265 estão em isolamento social, 810 internados em enfermaria e 563 em leitos de UTI.
O estado já registra 228.473 pessoas recuperadas da doença. Mais de 613 mil testes foram realizados, 461.496 casos foram descartados e hoje (15), o número de casos suspeitos é 2.833.
Segundo informações da SES, o estado tem 586 leitos de UTI e 1.285 leitos clínicos. Desse total, 449 dos leitos de UTI estão ocupados e 656 clínicos também.
Também de acordo com o boletim, os 46 novos óbitos notificados, aconteceram nas seguintes cidades: Amarante do Maranhão (1), Bacabal (1), Codó (1), Estreito (1), Governador Archer (1), Grajaú (1), Guimaraes (1), Morros (1), Olho D´Água das Cunhãs (1), Paço do Lumiar (1), Paraibano (1), Parnarama (1), Raposa (1), Riachão (1), Santa Luzia (1), São Mateus do Maranhão (1), Viana (1), Açailândia (2), Balsas (2), Chapadinha (2), São José de Ribamar (2), Vitorino Freire (2), Caxias (4), Imperatriz (5) e São Luís (10).
Dos novos óbitos registrados no estado, quatro deles aconteceram nas últimas 24h. Todas as outras são de dias e/ou semanas anteriores e aguardavam o resultado do exame laboratorial para Covid-19.
Para se manter bem informado sobre o Maranhão acesse oimparcial.com. Siga, também as nossas redes sociais, Twitter, Instagram e curta nossa página no Facebook. Tem alguma denúncia para fazer? Entre em contato por meio do nosso WhatsApp (98) 99120-9898.
Conteúdo exclusivo. Direto na sua caixa de entrada.
Não perca a oportunidade de garantir a sua vaga de emprego
No dia 15 de abril, comemora-se o dia mundial do desenhista, uma data que tem como finalidade homenagear os profissionais, artistas que encantam e fascinam com seus traços e...
"
Depois de atrito com Bolsonaro, Kajuru oficializa filiação ao Podemos;Divulgou conversa com Bolsonaro sobre CPI da covid e depois foi convidado a sair do Cidadania. Leia no Poder360.;O senador Jorge Kajuru (Podemos-GO) oficializou nesta 5ª feira (15.abr.2021) sua filiação ao Podemos. O congressista deixou o Cidadania depois de gravar e divulgar conversa com o presidente Jair Bolsonaro, na qual este pressiona por mudanças na CPI (... [3544 chars];https://www.poder360.com.br/congresso/depois-de-atrito-com-bolsonaro-kajuru-oficializa-filiacao-ao-podemos/;https://static.poder360.com.br/2021/04/JorgeKajuru-Kajuru-Poder360-Entrevista-33-868x644-1-1200x630.jpeg;2021-04-15T22:01:42Z;Poder360;"editado por Fernando Rodrigues
editado por Fernando Rodrigues
Divulgou conversa com presidente
Foi convidado a sair do Cidadania





Mateus Maia

15.abr.2021 (quinta-feira) - 19h01

O senador Jorge Kajuru (Podemos-GO) oficializou nesta 5ª feira (15.abr.2021) sua filiação ao Podemos. O congressista deixou o Cidadania depois de gravar e divulgar conversa com o presidente Jair Bolsonaro, na qual este pressiona por mudanças na CPI (Comissão Parlamentar de Inquérito) da covid-19.
Este é o 3º partido do senador desde que foi eleito. Já passou pelo PSB e pelo Cidadania. A Executiva Nacional do Cidadania resolveu na 2ª feira (12.abr) que iria convidar formalmente o senador a se retirar do partido.
Em nota, a sigla criticou a conversa do congressista com o presidente Jair Bolsonaro realizada no último sábado (10.abr), e que foi gravada e divulgada por Kajuru em suas redes sociais e em entrevista à Rádio Bandeirantes.
Kajuru disse na 2ª feira (12.abr) que entrou com pedido de desfiliação do Cidadania. Segundo o congressista, a solicitação foi feita antes de o partido decidir convidá-lo a sair.
“Nesses anos de mandato, graças a Deus, assim como no casamento, eu sempre soube entrar e soube sair, tanto que me relaciono muito bem com todas as minhas ex-esposas. É por isso que falo que para mim é um casamento.”
Veja imagens do senador assinando o termo de filiação ao Podemos (3min33s):

O ministro do STF (Supremo Tribunal Federal) Roberto Barroso determinou, na 5ª feira (8.abr), que o Senado instalasse uma CPI (Comissão Parlamentar de Inquérito) para apurar eventuais omissões do governo federal no combate à pandemia.
Barroso concedeu liminar (decisão provisória) em ação movida justamente pelos senadores Alessandro Vieira e Jorge Kajuru, ambos do Cidadania. Eis a íntegra da decisão (204 KB).

A ideia da criação da comissão foi do senador Randolfe Rodrigues (Rede-AP). Inicialmente, o objetivo proposto para a CPI era de investigar apenas as omissões do governo federal no combate à pandemia.
No domingo (11.ago), o senador Jorge Kajuru divulgou conversa telefônica com Bolsonaro, na qual o presidente cobrou pressão para que o STF também determine a análise de pedidos de impeachment de ministros da Corte. A conversa, segundo o senador, foi no sábado (11.abr).
“Se você não mudar o objeto da CPI, você não pode convocar governadores. Se mudar, 10 para você, porque nós não temos nada para esconder. Olha só, o que você tem que fazer: tem que mudar o objetivo da CPI, tem que ser ampla. Covid no Brasil aí você faz um belo trabalho pelo Brasil”, disse o presidente ao senador.
Em certo momento da conversa divulgada inicialmente, Bolsonaro diz temer um relatório “sacana” da CPI da Covid, que começou a ser instalada nesta 3ª feira (13.jan).
Em entrevista à Rádio Bandeirantes, Kajuru disse que avisou a Bolsonaro de que a conversa estava sendo gravada. Segundo ele, o trecho que tratava de Randolfe foi ocultado na 1ª divulgação por respeito ao colega.
“Eu não tinha divulgado essa parte para preservar um colega senador. Era desnecessário, na minha opinião. De graça. Tem inimizade entre eles? Tem, Randolfe é líder da oposição. Mas eu achei que o melhor para os dois era essa parte não ser colocada. Não tinha nada a ver. Era um desabafo. Mas ele quis o restante, então coloquei. Pronto, acabou.”
Já o presidente disse não saber que estava sendo gravado. Bolsonaro criticou nesta 2ª feira (12.abr) o senador por ter registrado e divulgado a conversa entre os 2. Bolsonaro afirmou também que Kajuru não publicou todo o diálogo.
“Eu fui gravado em uma conversa telefônica, tá certo. Olha a que ponto chegamos no Brasil”, criticou o presidente em conversa com apoiadores na saída do Palácio da Alvorada.
“A gravação é só com autorização judicial. Gravar o presidente e divulgar? Só para controle, falei mais coisas naquela conversa lá. Pode divulgar tudo da minha parte.”

Mateus Maia
REPÓRTER



enviar e-mail para Mateus Maia




mmaia_jor


REPÓRTER
por Poder360
por Poder360
por Poder360
por Caio Spechoto
por Poder360
por Mateus Maia
por Mateus Maia
por Poder360
por Poder360
por Poder360
por Poder360
por Mateus Maia
por Poder360
por Poder360
por Gabriela Oliva
por Guilherme Waltenberg
por Poder360
por Mateus Maia
Compartilhe
editado por Fernando Rodrigues
Exemplo: [email protected] Para enviar para mais de uma pessoa, separe os endereços por vírgulas.
2021 © Todos os direitos Poder360.
"
Denúncias de fura-fila no ES: entenda por que trabalhador de área administrativa da saúde não pode ser punido;Entre as 128 denúncias recebidas pelo governo do Estado sobre pessoas que não respeitaram a ordem de vacinação, estão trabalhadores fora da linha de frente de combate à covid-19;"Foto: Tânia Rêgo/Agência Brasil
A vacinação contra a covid-19 começou no início do ano no Estado de forma escalonada, seguindo uma série de critérios que determinam a ordem e o público-alvo contemplados com a vacina. No Espírito Santo, assim como em ... [4794 chars]";https://www.folhavitoria.com.br/saude/noticia/04/2021/denuncias-de-fura-fila-no-es-entenda-por-que-trabalhador-de-area-administrativa-da-saude-nao-pode-ser-punido;https://assets.folhavitoria.com.br/images/959b81c0-7ebc-11eb-ac41-9d2534505ed6--minified.jpg;2021-04-15T22:01:34Z;Jornal Folha Vitória;"
Bianca Santana Vailant





Bianca Santana Vailant




A vacinação contra a covid-19 começou no início do ano no Estado de forma escalonada, seguindo uma série de critérios que determinam a ordem e o público-alvo contemplados com a vacina. No Espírito Santo, assim como em outros estados, há registros de pessoas que preferem pegar atalhos, encurtar caminhos e furar a fila da vacinação. 
Levantamento da Ouvidoria da Secretaria de Estado da Saúde (Sesa), divulgado nesta quarta-feira (14), aponta 128 denúncias de pessoas que não respeitaram a ordem de recebimento das doses dos imunizantes. Apesar do número expressivo, há denúncias que não se configuram como fura-fila e não são passíveis de punição, segundo Rafael Caliari, ouvidor da Sesa. 
Isso porque muita gente não sabe que os trabalhadores que atuam no serviço público e privado da área da saúde, independentemente da profissão, mesmo não estando na linha de frente da covid, entraram no grupo prioritário no Estado para receber a vacina. Isso vale para trabalhadores da área administrativa de clínicas e hospitais, como advogados, profissionais de Recursos Humanos, técnicos e auxiliares. 
“A linha de frente, que faz atendimento direto aos pacientes contaminados, precisou ser vacinada primeiro. Depois veio o setor administrativo dos hospitais e clínicas, depois o administrativo de outras áreas, como as secretarias de saúde”, explicou Rafael Caliari.
O ouvidor não especificou quantas denúncias relacionadas a esses trabalhadores foram recebidas. Ele ressaltou, entretanto, que serão analisadas as datas em que os profissionais que não atuam na linha de frente foram vacinados. 
“A vacinação dos demais trabalhadores da saúde era o quarto item da resolução, e, eventualmente, algum hospital pode ter adiantado essa imunização. A dificuldade é saber se toda a linha de frente já havia sido contemplada quando esses outros profissionais foram vacinados. Caso toda a linha de frente tenha sido contemplada e as vacinas tenham sido adiantadas, não há problema, demonstra eficiência”, reforçou. 
Em fevereiro, a Sesa ampliou a vacinação e começou a imunizar os  trabalhadores da saúde que não estavam na linha de frente de combate à doença. A secretaria seguiu as determinações do informe Técnico da Campanha de Vacinação contra a Covid-19 do Ministério da Saúde, a partir da resolução  Nº13/2021, da Comissão Intergestora Bipartite (CIB).
De acordo com a coordenadora do Programa Estadual de Imunizações da Sesa, Danielle Grillo, a imunização dos trabalhadores da saúde, primeiro grupo contemplado, foi promovida conforme permitido pelo Ministério da Saúde. Em um primeiro momento, a orientação era vacinar os trabalhadores da linha de frente e, em seguida, os trabalhadores administrativos dos serviços de saúde. 
“Independentemente da categoria profissional, se a pessoa atua, por exemplo, em um hospital, ela é considerada trabalhador da saúde”, explicou. Ainda segundo a coordenadora, a imunização desses trabalhadores garante não somente a segurança deles, mas também dos pacientes e da sociedade. 
 
“O intuito da vacinação do trabalhador da saúde é proteger não só o trabalhador, mas os pacientes que estão naquele contexto hospitalar. Um funcionário da limpeza de um hospital, por exemplo, pode ser uma fonte de infecção do paciente. O termo trabalhador da saúde não se restringe ao profissional da saúde, mas ao que atua em serviços de saúde"", disse Danielle Grillo.
Além dos profissionais que atuam na linha de frente de combate à doença, outros trabalhadores da saúde foram vacinados. Confira abaixo exemplos de categorias que puderam ser imunizadas, segundo a Secretaria de Estado de Saúde:
- Profissionais da saúde: médicos, enfermeiros, nutricionistas, fisioterapeutas, biólogos, biomédicos, farmacêuticos, odontólogos, fonoaudiólogos, psicólogos, assistentes sociais, médicos veterinários e seus respectivos técnicos e auxiliares;
- Trabalhadores de áreas administrativas (que atuam em ambientes hospitalares): recepcionistas, seguranças, trabalhadores da limpeza, cozinheiros e auxiliares, motoristas de ambulâncias e outros;
- Cuidadores de idosos, doulas e parteiras;
- Funcionários do sistema funerário e do Serviço Médico Legal, que tenham contato com cadáveres potencialmente contaminados.
Leia também: Vacinação de pessoas de 50 a 59 anos com comorbidades deve começar no final de abril no ES
Além dos trabalhadores da saúde que não atuam na linha de frente, a Ouvidoria da Secretaria de Estado da Saúde (Sesa), também recebeu denúncias sobre políticos e servidores que teriam furado a fila da vacinação. O documento também menciona ocorrências de desvio de vacina por agente público, extravio de doses, falsa aplicação de dose e venda de vacina.
""Temos denúncias de prefeitos, prefeitas e de vereadores, além de funcionários de prefeituras que não eram da área da Saúde"", aponta Rafael Caliari, ouvidor da Sesa.
"
MP investiga divulgação de suposta eficácia do kit covid pela prefeitura de Sorocaba;"Estudos já mostraram que remédio não funciona contra o vírus; governo municipal reconheceu que não era um trabalho científico";SOROCABA - O Ministério Público de São Paulo mandou suspender a divulgação de um suposto estudo da prefeitura de Sorocaba que apontou eficácia de 99% no tratamento precoce contra a covid-19. Em divulgação nas redes sociais e pelos canais oficiais, a ... [2705 chars];https://saude.estadao.com.br/noticias/geral,mp-investiga-divulgacao-de-suposta-eficacia-do-kit-covid-pela-prefeitura-de-sorocaba,70003682865;https://img.estadao.com.br/resources/jpg/8/5/1618523352858.jpg;2021-04-15T21:55:01Z;Economia & Negócios Estadão;" 15 de abril de 2021 | 18h55 
 15 de abril de 2021 | 18h55 
SOROCABA - O Ministério Público de São Paulo mandou suspender a divulgação de um suposto estudo da prefeitura de Sorocaba que apontou eficácia de 99% no tratamento precoce contra a covid-19. Em divulgação nas redes sociais e pelos canais oficiais, a prefeitura informou que, de 123 pacientes monitorados, 122 estavam curados após dez dias de tratamento com o kit covid, que inclui ivermectina e azitromicina, remédios cuja ineficácia contra o vírus já foi comprovada por diversos estudos internacionais e reforçada por autoridades, como a Organização Mundial da Saúde (OMS).  
De acordo com a Promotoria, a publicação pode induzir a população a equívoco, já que o estudo não tem base científica, e pode levar ao relaxamento dos cuidados contra o vírus. O MP vai investigar se houve crime na divulgação do conteúdo. 
Kit covid: entenda por que o tratamento precoce não funciona

Desde o dia 19 de março, a Secretaria Municipal de Saúde adota um protocolo nas unidades de saúde permitindo aos médicos prescrever ivermectina e azitromicina para pacientes com sintomas de infecção pelo coronavírus. Segundo o município, até a quarta-feira, 1.113 pacientes tinham aceitado o tratamento precoce e, destes, 123 foram monitorados. Com dez dias de tratamento, 122 (99,19%) ""apresentam-se curados em domicílio, após o período de transmissibilidade"", diz o texto. 
Ainda segundo a divulgação, a taxa de letalidade foi de 0,81% entre os pacientes monitorados, enquanto o índice da cidade é de 2,7%, abaixo da taxa estadual de 3,2%. ""Um paciente, que tinha tomado apenas um comprimido das medicações, veio a óbito e já era um caso moderado quando procurou a unidade de saúde e iniciou o tratamento"", informa. 
A notícia causou grande repercussão e ganhou destaque nas redes sociais. Depois de especialistas terem apontado a falta de base científica no estudo, a prefeitura enviou nova versão do texto alegando tratar-se de um ""levantamento preliminar"" com ""excelentes resultados"". Parlamentares e entidades médicas entraram com representações nos ministérios públicos estadual e federal. 
Após receber seis representações, o MP de Sorocaba abriu procedimento para apurar possível crime. Conforme a promotora Cristina Palma, o estudo é desprovido de dados que possam embasar sua conclusão. ""Sob a ótica da saúde pública, a notícia divulgada gera preocupação de sério aumento de contágio, por poder propiciar descuido da população com a doença"". Segundo ela, mesmo a versão alterada não tem qualquer respaldo técnico científico e pode prejudicar a situação da transmissão da doença na cidade, podendo passar ""falsa sensação de segurança num momento tão grave, de tantas vidas partindo em face ao vírus"". 
O MP notificou a prefeitura para suspender a divulgação em qualquer veículo e por qualquer meio, sob pena de multa em caso de descumprimento. A prefeitura informou que já recebeu a notificação e, após analisar, seu conteúdo, vai responder ao Ministério Público.
Encontrou algum erro? Entre em contato
Os comentários são exclusivos para assinantes do Estadão.
Institucional
Atendimento
Conexão Estadão
Hoje
Copyright © 1995 - 2021 Grupo Estado
O Estadão deixou de dar suporte ao Internet Explorer 9 ou anterior. Clique aqui e saiba mais.
"
STJ libera Fortaleza para vacinar profissionais de saúde contra Covid;Consultor Jurídico - Notícias, 15/4/2021 - STJ libera Fortaleza para vacinar profissionais de saúde contra Covid [Administrativo, Coronavírus];O ministro Humberto Martins, presidente do Superior Tribunal de Justiça, suspendeu os efeitos de liminar do Tribunal Regional Federal da 5ª Região que havia determinado ao município de Fortaleza a interrupção da vacinação de profissionais de saúde qu... [2920 chars];https://www.conjur.com.br/2021-abr-15/stj-libera-fortaleza-vacinar-profissionais-saude-covid;https://s.conjur.com.br/img/b/vacina-injecao-seringa-coronavirus.jpeg;2021-04-15T21:54:00Z;Consultor Jurídico;NA
Fiocruz deve entregar 5 milhões de doses da vacina Covishield amanhã (16);Fiocruz deve completar entrega de 5 milhões de doses da vacina de Oxford/AstraZeneca até sexta-feira, produzidas com matéria-prima importada. Do lote, cerca de 2,2 milhões de doses do imunizante contra a COVID-19 já foram enviadas para o Ministério da Saúde;Até sexta-feira (16), a Fundação Oswaldo Cruz (Fiocruz) espera entregar 5 milhões de doses da vacina Covishield (Oxford/AstraZeneca) contra a COVID-19 ao Programa Nacional de Imunizações (PNI). Parte desta entrega — cerca de 2,2 milhões de doses do i... [2133 chars];https://canaltech.com.br/saude/fiocruz-deve-entregar-5-milhoes-de-doses-da-vacina-covishield-amanha-16-182848/;https://ibcdn.canaltech.com.br/wC_vqQeWnuuVSXZXHQn09yfD5hw=/840x473/smart/i436769.jpeg;2021-04-15T21:50:00Z;Canaltech;"Até sexta-feira (16), a Fundação Oswaldo Cruz (Fiocruz) espera entregar 5 milhões de doses da vacina Covishield (Oxford/AstraZeneca) contra a COVID-19 ao Programa Nacional de Imunizações (PNI). Parte desta entrega — cerca de 2,2 milhões de doses do imunizante contra o novo coronavírus (SARS-CoV-2) — já foi enviada na quarta-feira (14) para o Ministério da Saúde. Agora, são aguardadas outras 2,8 milhões de doses.
Até sexta-feira (16), a Fundação Oswaldo Cruz (Fiocruz) espera entregar 5 milhões de doses da vacina Covishield (Oxford/AstraZeneca) contra a COVID-19 ao Programa Nacional de Imunizações (PNI). Parte desta entrega — cerca de 2,2 milhões de doses do imunizante contra o novo coronavírus (SARS-CoV-2) — já foi enviada na quarta-feira (14) para o Ministério da Saúde. Agora, são aguardadas outras 2,8 milhões de doses.
Essa entrega semanal de 5 milhões de doses é o recorde de envasamento da Fiocruz, desde quando começou a produzir a vacina contra a COVID-19 no Instituto de Tecnologia em Imunobiológicos (Bio-Manguinhos), no mês de fevereiro. A partir do envase da matéria-prima importada, as primeiras doses foram entregues ao PNI em 17 de março e, até 2 de abril, somavam 4,1 milhões de doses liberadas para aplicação. 
Nesta semana, a Fiocruz entrega 5 milhões de vacinas Covid-19 ao Programa Nacional de Imunizações. Foram entregues nesta quarta-feira (14/4), cerca de 2,2 milhões de doses, das quais 215 mil seguirão diretamente ao Estado do Rio de Janeiro. 1/2 pic.twitter.com/QVAQJh5jqa
  
Desde o início do envasamento nacional da vacina Covishield, a Fiocruz entregou mais de 6 milhões de doses do imunizante para o PNI e a expectativa é ultrapassar 10 milhões de doses. Além desse montante, mais 4 milhões de doses importadas já prontas da Índia e rotuladas no instituto foram distribuídas.
Até o final do mês de abril, o cronograma da Fiocruz ainda prevê a entrega de 18 milhões de doses da vacina. Para isso, na semana que vem, serão enviadas mais 4,7 milhões. Entre os dias 26 de abril e primeiro de maio, 6,7 milhões de doses devem chegar ao PNI.
Em maio, a expectativa de entrega é de 21,5 milhões de doses da vacina Covishield. Para junho, a meta é de 34,2 milhões, enquanto mais 22 milhões devem ser entregues até julho. Dessa maneira, a Fiocruz cumprirá a meta de envasar 100,4 milhões de doses a partir do ingrediente farmacêutico ativo (IFA) importado da China. No segundo semestre, a Fiocruz prevê produzir 110 milhões de doses com IFA fabricado no Brasil, ou seja, com a produção 100% nacional do imunizante.
Fonte: Agência Fiocruz  
Gostou dessa matéria?
Inscreva seu email no Canaltech para receber atualizações diárias com as últimas notícias do mundo da tecnologia.
"
Brasil registra mais 3.459 mortes e 73.174 casos de covid-19 em 1 dia;São 365.444 vítimas e 13.746.681 diagnósticos no total. Leia no Poder360.;"O Ministério de Saúde contabilizou mais 3.560 mortes por covid-19 e 73.174 novos casos da doença nesta 5ª feira (15.abr.2021). O país tem agora 13.746.681 infectados e 365.444 vítimas.
As autoridades informam que 12.236.295 pessoas se recuperaram e q... [831 chars]";https://www.poder360.com.br/coronavirus/brasil-registra-mais-3-459-mortes-e-73-174-casos-de-covid-19-em-1-dia/;https://static.poder360.com.br/2021/03/HRAN-Coronavirus-Covid19-Paciente-Pandemia-209-1200x630.jpg;2021-04-15T21:29:28Z;Poder360;"editado por Fernando Rodrigues
editado por Fernando Rodrigues
São 365.444 vítimas confirmadas
Total de 13.746.681 diagnósticos 





Valquíria Homero

15.abr.2021 (quinta-feira) - 18h29
atualizado: 15.abr.2021 (quinta-feira) - 18h59 
O Ministério de Saúde contabilizou mais 3.560 mortes por covid-19 e 73.174 novos casos da doença nesta 5ª feira (15.abr.2021). O país tem agora 13.746.681 infectados e 365.444 vítimas.
As autoridades informam que 12.236.295 pessoas se recuperaram e que  1.144.942 permanecem em acompanhamento.
A média de novas mortes confirmadas está em 2.917. É o menor patamar desde a 5ª feira anterior (8.abr), quando a curva chegou a 2.820.

Já a curva de novos casos está em 66.689. É o 3º dia consecutivo que a média cai.


A média móvel matiza variações abruptas, sobretudo porque aos finais de semana há menos servidores trabalhando na secretaria, o que reduz os registros. A curva é uma média do número de ocorrências confirmadas nos últimos 7 dias.
O Brasil tem 1.713 mortes por milhão de habitantes. Apenas o Maranhão tem taxa inferior a 1.000 mortos por milhão.

O Brasil é o 13º no ranking mundial. A República Tcheca, que lidera a lista, tem 2.622 vítimas por milhão.


Valquíria Homero
REDATORA



enviar e-mail para Valquíria Homero




valquiriahomero


REDATORA
por Pedro Pligher
por Poder360
por Ludmylla Rocha
por Poder360
por Mateus Maia
por Poder360
por Poder360
por Poder360
por Poder360
por Poder360
por Poder360
por Mateus Maia
por Poder360
por Douglas Rodrigues
por Gabriela Oliva
por Poder360
por Mateus Maia
por Poder360
Compartilhe
editado por Fernando Rodrigues
Exemplo: [email protected] Para enviar para mais de uma pessoa, separe os endereços por vírgulas.
2021 © Todos os direitos Poder360.
"
